4	5
9	5
11	3
12	5
23	3
25	3
27	4
29	3
31	4
39	5
47	5
50	5
51	2
52	4
56	5
62	3
64	5
68	4
69	5
70	1
71	5
73	3
77	5
80	4
86	4
91	3
96	5
97	5
98	4
99	5
100	5
125	4
132	5
134	4
135	5
140	5
141	5
143	3
144	5
145	1
152	4
157	5
164	5
173	5
175	5
178	4
179	5
180	5
186	4
187	4
192	4
194	5
197	4
198	3
199	5
201	2
202	3
204	5
211	5
213	3
214	5
215	4
216	4
217	4
219	1
229	3
230	3
231	3
234	5
237	5
238	5
258	4
265	5
275	4
286	4
294	1
309	3
317	4
318	5
324	1
341	3
356	4
357	5
365	4
367	5
379	4
380	4
384	3
386	4
387	3
391	3
402	5
403	4
405	3
415	2
416	5
417	3
419	3
421	3
427	5
429	5
433	5
434	4
436	5
440	1
441	2
443	5
444	5
446	2
447	5
449	3
452	5
463	4
465	4
470	3
474	5
487	3
488	4
499	4
502	5
503	4
506	5
507	5
509	5
510	5
513	4
521	5
523	4
527	5
529	2
540	3
544	3
545	2
546	4
547	3
549	4
551	1
552	4
556	3
557	4
558	4
561	4
565	4
566	4
568	5
569	4
571	3
572	3
573	5
574	5
575	3
577	2
578	3
583	2
584	4
585	4
586	3
588	4
590	2
591	3
592	5
593	5
594	3
595	2
596	5
597	3
598	3
600	4
601	5
602	3
603	4
605	4
606	3
607	3
609	3
610	5
611	3
612	5
613	4
615	4
616	4
617	5
620	4
625	3
628	3
629	3
631	4
632	5
634	5
635	3
638	4
639	5
640	3
641	5
646	5
649	5
651	5
652	3
655	5
656	3
660	5
663	5
664	3
665	4
666	4
668	4
670	5
671	5
672	1
677	3
678	3
679	5
682	2
