Iteração: 499 Padrão: 1 Neurônio: 12;1
Iteração: 499 Padrão: 1 Neurônio: 0;8
Iteração: 499 Padrão: 1 Neurônio: 12;0
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;4
Iteração: 499 Padrão: 1 Neurônio: 0;8
Iteração: 499 Padrão: 1 Neurônio: 12;0
Iteração: 499 Padrão: 1 Neurônio: 12;0
Iteração: 499 Padrão: 1 Neurônio: 11;12
Iteração: 499 Padrão: 1 Neurônio: 11;0
Iteração: 499 Padrão: 1 Neurônio: 0;8
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 0;9
Iteração: 499 Padrão: 1 Neurônio: 12;10
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 10;10
Iteração: 499 Padrão: 1 Neurônio: 12;3
Iteração: 499 Padrão: 1 Neurônio: 10;9
Iteração: 499 Padrão: 1 Neurônio: 12;9
Iteração: 499 Padrão: 1 Neurônio: 12;7
Iteração: 499 Padrão: 1 Neurônio: 0;9
Iteração: 499 Padrão: 1 Neurônio: 11;6
Iteração: 499 Padrão: 1 Neurônio: 12;11
Iteração: 499 Padrão: 1 Neurônio: 0;8
Iteração: 499 Padrão: 1 Neurônio: 11;9
Iteração: 499 Padrão: 1 Neurônio: 12;10
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;7
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 12;10
Iteração: 499 Padrão: 1 Neurônio: 10;11
Iteração: 499 Padrão: 1 Neurônio: 10;10
Iteração: 499 Padrão: 1 Neurônio: 12;1
Iteração: 499 Padrão: 1 Neurônio: 11;10
Iteração: 499 Padrão: 1 Neurônio: 9;12
Iteração: 499 Padrão: 1 Neurônio: 11;2
Iteração: 499 Padrão: 1 Neurônio: 12;6
Iteração: 499 Padrão: 1 Neurônio: 12;0
Iteração: 499 Padrão: 1 Neurônio: 10;5
Iteração: 499 Padrão: 1 Neurônio: 12;4
Iteração: 499 Padrão: 1 Neurônio: 12;0
Iteração: 499 Padrão: 1 Neurônio: 12;10
Iteração: 499 Padrão: 1 Neurônio: 0;9
Iteração: 499 Padrão: 1 Neurônio: 0;9
Iteração: 499 Padrão: 1 Neurônio: 10;0
Iteração: 499 Padrão: 1 Neurônio: 12;11
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 1 Neurônio: 11;0
Iteração: 499 Padrão: 1 Neurônio: 12;12
Iteração: 499 Padrão: 2 Neurônio: 7;8
Iteração: 499 Padrão: 2 Neurônio: 9;7
Iteração: 499 Padrão: 2 Neurônio: 4;6
Iteração: 499 Padrão: 2 Neurônio: 8;11
Iteração: 499 Padrão: 2 Neurônio: 5;6
Iteração: 499 Padrão: 2 Neurônio: 5;8
Iteração: 499 Padrão: 2 Neurônio: 9;9
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 6;6
Iteração: 499 Padrão: 2 Neurônio: 9;7
Iteração: 499 Padrão: 2 Neurônio: 9;7
Iteração: 499 Padrão: 2 Neurônio: 12;6
Iteração: 499 Padrão: 2 Neurônio: 5;7
Iteração: 499 Padrão: 2 Neurônio: 5;7
Iteração: 499 Padrão: 2 Neurônio: 12;7
Iteração: 499 Padrão: 2 Neurônio: 11;7
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 4;11
Iteração: 499 Padrão: 2 Neurônio: 4;8
Iteração: 499 Padrão: 2 Neurônio: 9;10
Iteração: 499 Padrão: 2 Neurônio: 0;12
Iteração: 499 Padrão: 2 Neurônio: 0;12
Iteração: 499 Padrão: 2 Neurônio: 9;10
Iteração: 499 Padrão: 2 Neurônio: 8;10
Iteração: 499 Padrão: 2 Neurônio: 6;12
Iteração: 499 Padrão: 2 Neurônio: 4;8
Iteração: 499 Padrão: 2 Neurônio: 5;8
Iteração: 499 Padrão: 2 Neurônio: 6;8
Iteração: 499 Padrão: 2 Neurônio: 4;11
Iteração: 499 Padrão: 2 Neurônio: 8;10
Iteração: 499 Padrão: 2 Neurônio: 8;9
Iteração: 499 Padrão: 2 Neurônio: 6;10
Iteração: 499 Padrão: 2 Neurônio: 0;12
Iteração: 499 Padrão: 2 Neurônio: 6;7
Iteração: 499 Padrão: 2 Neurônio: 4;11
Iteração: 499 Padrão: 2 Neurônio: 4;8
Iteração: 499 Padrão: 2 Neurônio: 10;11
Iteração: 499 Padrão: 2 Neurônio: 7;10
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 9;9
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 9;9
Iteração: 499 Padrão: 2 Neurônio: 0;12
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 5;9
Iteração: 499 Padrão: 2 Neurônio: 8;8
Iteração: 499 Padrão: 2 Neurônio: 5;12
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 6;10
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 3;8
Iteração: 499 Padrão: 2 Neurônio: 3;12
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 6;12
Iteração: 499 Padrão: 2 Neurônio: 4;8
Iteração: 499 Padrão: 2 Neurônio: 4;12
Iteração: 499 Padrão: 2 Neurônio: 3;12
Iteração: 499 Padrão: 2 Neurônio: 6;8
Iteração: 499 Padrão: 2 Neurônio: 5;9
Iteração: 499 Padrão: 2 Neurônio: 5;12
Iteração: 499 Padrão: 2 Neurônio: 0;12
Iteração: 499 Padrão: 2 Neurônio: 3;8
Iteração: 499 Padrão: 2 Neurônio: 3;12
Iteração: 499 Padrão: 2 Neurônio: 5;9
Iteração: 499 Padrão: 2 Neurônio: 4;11
Iteração: 499 Padrão: 3 Neurônio: 7;11
Iteração: 499 Padrão: 3 Neurônio: 7;12
Iteração: 499 Padrão: 3 Neurônio: 7;12
Iteração: 499 Padrão: 3 Neurônio: 0;12
Iteração: 499 Padrão: 3 Neurônio: 7;5
Iteração: 499 Padrão: 3 Neurônio: 0;11
Iteração: 499 Padrão: 3 Neurônio: 9;5
Iteração: 499 Padrão: 3 Neurônio: 6;12
Iteração: 499 Padrão: 3 Neurônio: 7;12
Iteração: 499 Padrão: 3 Neurônio: 8;5
Iteração: 499 Padrão: 3 Neurônio: 7;12
Iteração: 499 Padrão: 3 Neurônio: 8;12
