Iteração: 7499 Padrão: Toy Story (1995) Neurônio: 13;0
Iteração: 7499 Padrão: Twelve Monkeys (1995) Neurônio: 14;2
Iteração: 7499 Padrão: Babe (1995) Neurônio: 6;2
Iteração: 7499 Padrão: Dead Man Walking (1995) Neurônio: 14;4
Iteração: 7499 Padrão: Usual Suspects, The (1995) Neurônio: 10;5
Iteração: 7499 Padrão: Mighty Aphrodite (1995) Neurônio: 5;5
Iteração: 7499 Padrão: Muppet Treasure Island (1996) Neurônio: 0;7
Iteração: 7499 Padrão: Braveheart (1995) Neurônio: 8;0
Iteração: 7499 Padrão: Ed Wood (1994) Neurônio: 4;7
Iteração: 7499 Padrão: Star Wars (1977) Neurônio: 14;0
Iteração: 7499 Padrão: Shawshank Redemption, The (1994) Neurônio: 13;5
Iteração: 7499 Padrão: Lion King, The (1994) Neurônio: 5;1
Iteração: 7499 Padrão: Fugitive, The (1993) Neurônio: 10;0
Iteração: 7499 Padrão: Blade Runner (1982) Neurônio: 14;6
Iteração: 7499 Padrão: Truth About Cats & Dogs, The (1996) Neurônio: 11;3
Iteração: 7499 Padrão: Godfather, The (1972) Neurônio: 12;0
Iteração: 7499 Padrão: Wizard of Oz, The (1939) Neurônio: 7;1
Iteração: 7499 Padrão: Big Night (1996) Neurônio: 10;8
Iteração: 7499 Padrão: Fish Called Wanda, A (1988) Neurônio: 8;3
Iteração: 7499 Padrão: Jean de Florette (1986) Neurônio: 6;14
Iteração: 7499 Padrão: Manon of the Spring (Manon des sources) (1986) Neurônio: 5;13
Iteração: 7499 Padrão: Monty Python and the Holy Grail (1974) Neurônio: 12;2
Iteração: 7499 Padrão: Wrong Trousers, The (1993) Neurônio: 2;5
Iteração: 7499 Padrão: Cinema Paradiso (1988) Neurônio: 4;7
Iteração: 7499 Padrão: Princess Bride, The (1987) Neurônio: 10;0
Iteração: 7499 Padrão: Raiders of the Lost Ark (1981) Neurônio: 12;0
Iteração: 7499 Padrão: Good, The Bad and The Ugly, The (1966) Neurônio: 0;1
Iteração: 7499 Padrão: 12 Angry Men (1957) Neurônio: 9;11
Iteração: 7499 Padrão: GoodFellas (1990) Neurônio: 9;6
Iteração: 7499 Padrão: Psycho (1960) Neurônio: 14;10
Iteração: 7499 Padrão: Blues Brothers, The (1980) Neurônio: 7;0
Iteração: 7499 Padrão: Amadeus (1984) Neurônio: 13;5
