Iteração: 6999 Padrão: Dead Man Walking (1995) Neurônio: 13;3
Iteração: 6999 Padrão: Seven (Se7en) (1995) Neurônio: 9;4
Iteração: 6999 Padrão: Usual Suspects, The (1995) Neurônio: 10;3
Iteração: 6999 Padrão: Taxi Driver (1976) Neurônio: 10;6
Iteração: 6999 Padrão: Crumb (1994) Neurônio: 3;10
Iteração: 6999 Padrão: Desperado (1995) Neurônio: 0;5
Iteração: 6999 Padrão: To Wong Foo, Thanks for Everything! Julie Newmar (1995) Neurônio: 0;10
Iteração: 6999 Padrão: Star Wars (1977) Neurônio: 13;0
Iteração: 6999 Padrão: Three Colors: Red (1994) Neurônio: 5;11
Iteração: 6999 Padrão: Three Colors: Blue (1993) Neurônio: 4;12
Iteração: 6999 Padrão: Forrest Gump (1994) Neurônio: 10;0
Iteração: 6999 Padrão: Four Weddings and a Funeral (1994) Neurônio: 8;2
Iteração: 6999 Padrão: Jurassic Park (1993) Neurônio: 7;0
Iteração: 6999 Padrão: Ref, The (1994) Neurônio: 1;10
Iteração: 6999 Padrão: Welcome to the Dollhouse (1995) Neurônio: 3;6
Iteração: 6999 Padrão: Cold Comfort Farm (1995) Neurônio: 4;5
Iteração: 6999 Padrão: Bound (1996) Neurônio: 5;7
Iteração: 6999 Padrão: Citizen Kane (1941) Neurônio: 10;6
Iteração: 6999 Padrão: Big Night (1996) Neurônio: 9;7
Iteração: 6999 Padrão: Fish Called Wanda, A (1988) Neurônio: 8;2
Iteração: 6999 Padrão: Platoon (1986) Neurônio: 7;9
Iteração: 6999 Padrão: Top Gun (1986) Neurônio: 5;1
Iteração: 6999 Padrão: On Golden Pond (1981) Neurônio: 6;10
Iteração: 6999 Padrão: Cinema Paradiso (1988) Neurônio: 4;5
Iteração: 6999 Padrão: Raiders of the Lost Ark (1981) Neurônio: 12;1
Iteração: 6999 Padrão: 12 Angry Men (1957) Neurônio: 7;8
Iteração: 6999 Padrão: Clockwork Orange, A (1971) Neurônio: 13;10
Iteração: 6999 Padrão: Apocalypse Now (1979) Neurônio: 11;5
Iteração: 6999 Padrão: GoodFellas (1990) Neurônio: 8;4
Iteração: 6999 Padrão: Psycho (1960) Neurônio: 12;7
Iteração: 6999 Padrão: Raging Bull (1980) Neurônio: 7;9
