Iteração: 5999 Padrão: Toy Story (1995) Neurônio: 10;0
Iteração: 5999 Padrão: GoldenEye (1995) Neurônio: 0;4
Iteração: 5999 Padrão: Four Rooms (1995) Neurônio: 7;11
Iteração: 5999 Padrão: Get Shorty (1995) Neurônio: 3;1
Iteração: 5999 Padrão: Copycat (1995) Neurônio: 3;7
Iteração: 5999 Padrão: Twelve Monkeys (1995) Neurônio: 9;0
Iteração: 5999 Padrão: Babe (1995) Neurônio: 7;5
Iteração: 5999 Padrão: Dead Man Walking (1995) Neurônio: 10;4
Iteração: 5999 Padrão: Seven (Se7en) (1995) Neurônio: 10;7
Iteração: 5999 Padrão: Mighty Aphrodite (1995) Neurônio: 4;3
Iteração: 5999 Padrão: Mr. Holland's Opus (1995) Neurônio: 11;5
Iteração: 5999 Padrão: French Twist (Gazon maudit) (1995) Neurônio: 1;9
Iteração: 5999 Padrão: White Balloon, The (1995) Neurônio: 1;11
Iteração: 5999 Padrão: Antonia's Line (1995) Neurônio: 5;11
Iteração: 5999 Padrão: Muppet Treasure Island (1996) Neurônio: 1;6
Iteração: 5999 Padrão: Braveheart (1995) Neurônio: 7;1
Iteração: 5999 Padrão: Birdcage, The (1996) Neurônio: 9;4
Iteração: 5999 Padrão: Brothers McMullen, The (1995) Neurônio: 3;8
Iteração: 5999 Padrão: Apollo 13 (1995) Neurônio: 6;0
Iteração: 5999 Padrão: Batman Forever (1995) Neurônio: 2;5
Iteração: 5999 Padrão: Belle de jour (1967) Neurônio: 2;10
Iteração: 5999 Padrão: Crumb (1994) Neurônio: 4;10
Iteração: 5999 Padrão: Doom Generation, The (1995) Neurônio: 0;11
Iteração: 5999 Padrão: Free Willy 2: The Adventure Home (1995) Neurônio: 0;10
Iteração: 5999 Padrão: Nadja (1994) Neurônio: 1;11
Iteração: 5999 Padrão: Net, The (1995) Neurônio: 8;10
Iteração: 5999 Padrão: To Wong Foo, Thanks for Everything! Julie Newmar (1995) Neurônio: 1;8
Iteração: 5999 Padrão: Billy Madison (1995) Neurônio: 1;9
Iteração: 5999 Padrão: Clerks (1994) Neurônio: 3;3
Iteração: 5999 Padrão: Disclosure (1994) Neurônio: 2;10
Iteração: 5999 Padrão: Eat Drink Man Woman (1994) Neurônio: 4;8
Iteração: 5999 Padrão: Exotica (1994) Neurônio: 1;10
Iteração: 5999 Padrão: Hoop Dreams (1994) Neurônio: 1;5
Iteração: 5999 Padrão: Star Wars (1977) Neurônio: 11;0
Iteração: 5999 Padrão: Madness of King George, The (1994) Neurônio: 5;9
Iteração: 5999 Padrão: Professional, The (1994) Neurônio: 4;4
Iteração: 5999 Padrão: Priest (1994) Neurônio: 2;10
Iteração: 5999 Padrão: Quiz Show (1994) Neurônio: 0;1
Iteração: 5999 Padrão: Three Colors: Red (1994) Neurônio: 5;10
Iteração: 5999 Padrão: Santa Clause, The (1994) Neurônio: 1;6
Iteração: 5999 Padrão: While You Were Sleeping (1995) Neurônio: 0;1
Iteração: 5999 Padrão: Crow, The (1994) Neurônio: 0;4
Iteração: 5999 Padrão: Lion King, The (1994) Neurônio: 4;1
Iteração: 5999 Padrão: Brother Minister: The Assassination of Malcolm X (1994) Neurônio: 0;11
Iteração: 5999 Padrão: Firm, The (1993) Neurônio: 6;6
