9	4
11	4
12	5
23	5
32	4
33	4
40	4
50	5
59	4
60	3
69	4
70	4
82	4
85	4
93	4
116	4
129	4
134	5
137	4
153	4
157	5
161	4
162	4
170	4
174	4
178	5
179	5
180	5
182	5
185	5
192	4
197	5
198	3
205	5
211	5
216	4
221	4
230	4
238	4
245	4
273	4
274	4
276	4
286	4
302	4
319	3
333	4
334	4
357	5
404	4
414	4
430	3
432	4
462	3
467	4
470	4
478	5
479	5
480	5
482	4
484	5
499	4
502	4
510	5
511	4
513	4
518	4
525	5
527	4
529	3
530	4
531	5
582	4
589	5
602	5
604	4
606	5
610	4
617	5
629	4
654	5
663	3
664	4
686	4
692	4
693	4
694	5
697	3
699	4
700	4
701	4
707	5
708	4
709	4
