Iteração: 7999 Padrão: Toy Story (1995) Neurônio: 4;10
Iteração: 7999 Padrão: GoldenEye (1995) Neurônio: 15;10
Iteração: 7999 Padrão: Four Rooms (1995) Neurônio: 15;4
Iteração: 7999 Padrão: Get Shorty (1995) Neurônio: 6;6
Iteração: 7999 Padrão: Copycat (1995) Neurônio: 13;2
Iteração: 7999 Padrão: Twelve Monkeys (1995) Neurônio: 8;5
Iteração: 7999 Padrão: Babe (1995) Neurônio: 4;7
Iteração: 7999 Padrão: Dead Man Walking (1995) Neurônio: 4;3
Iteração: 7999 Padrão: Seven (Se7en) (1995) Neurônio: 12;4
Iteração: 7999 Padrão: Mighty Aphrodite (1995) Neurônio: 6;13
Iteração: 7999 Padrão: Mr. Holland's Opus (1995) Neurônio: 4;3
Iteração: 7999 Padrão: French Twist (Gazon maudit) (1995) Neurônio: 2;15
Iteração: 7999 Padrão: White Balloon, The (1995) Neurônio: 0;0
Iteração: 7999 Padrão: Antonia's Line (1995) Neurônio: 2;0
Iteração: 7999 Padrão: Muppet Treasure Island (1996) Neurônio: 15;11
Iteração: 7999 Padrão: Braveheart (1995) Neurônio: 9;0
Iteração: 7999 Padrão: Birdcage, The (1996) Neurônio: 8;14
Iteração: 7999 Padrão: Brothers McMullen, The (1995) Neurônio: 4;14
Iteração: 7999 Padrão: Apollo 13 (1995) Neurônio: 15;0
Iteração: 7999 Padrão: Batman Forever (1995) Neurônio: 12;15
Iteração: 7999 Padrão: Belle de jour (1967) Neurônio: 1;0
Iteração: 7999 Padrão: Crumb (1994) Neurônio: 1;5
Iteração: 7999 Padrão: Doom Generation, The (1995) Neurônio: 5;6
Iteração: 7999 Padrão: Free Willy 2: The Adventure Home (1995) Neurônio: 0;3
Iteração: 7999 Padrão: Nadja (1994) Neurônio: 0;0
Iteração: 7999 Padrão: Net, The (1995) Neurônio: 15;5
Iteração: 7999 Padrão: To Wong Foo, Thanks for Everything! Julie Newmar (1995) Neurônio: 4;15
Iteração: 7999 Padrão: Billy Madison (1995) Neurônio: 4;15
Iteração: 7999 Padrão: Clerks (1994) Neurônio: 6;13
Iteração: 7999 Padrão: Disclosure (1994) Neurônio: 15;2
Iteração: 7999 Padrão: Eat Drink Man Woman (1994) Neurônio: 5;5
Iteração: 7999 Padrão: Exotica (1994) Neurônio: 0;1
Iteração: 7999 Padrão: Hoop Dreams (1994) Neurônio: 1;6
Iteração: 7999 Padrão: Star Wars (1977) Neurônio: 15;15
Iteração: 7999 Padrão: Madness of King George, The (1994) Neurônio: 2;1
Iteração: 7999 Padrão: Professional, The (1994) Neurônio: 12;2
Iteração: 7999 Padrão: Priest (1994) Neurônio: 1;0
Iteração: 7999 Padrão: Quiz Show (1994) Neurônio: 3;3
Iteração: 7999 Padrão: Three Colors: Red (1994) Neurônio: 2;1
Iteração: 7999 Padrão: Santa Clause, The (1994) Neurônio: 1;12
Iteração: 7999 Padrão: While You Were Sleeping (1995) Neurônio: 1;14
Iteração: 7999 Padrão: Crow, The (1994) Neurônio: 15;7
Iteração: 7999 Padrão: Lion King, The (1994) Neurônio: 2;9
